編號,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
16-14,隊,chuiˋ,隊（量詞）,第六小隊,第六小隊。,,數/量詞,,16數詞量詞
16-15,頂,den^,頂（量詞）,三頂安全帽,三頂安全帽。,,數/量詞,,16數詞量詞
16-16,垤,deˋ,塊,兩垤豆腐,兩塊豆腐。,,數/量詞,,16數詞量詞
16-17,點鐘,diam^ zhung+,小時,昨晡日正睡着五點鐘忒等,昨天才睡了五個小時而已。,,數/量詞,,16數詞量詞
16-18,點,diam^,時（量詞）,下晝兩點,下午兩點。,,數/量詞,,16數詞量詞
16-19,到,doˋ,次（量詞）,這藥一日食三到,這藥一天吃三次。,,數/量詞,,16數詞量詞
16-20,堆,doi+/dui+,堆（量詞）,等下，來去屙堆尿,等一下，來去小便。,,名詞,,16數詞量詞
16-21,回,fuiˇ,回（量詞）,上回有講過，仰脣又毋記得？,上次有講過，怎麼又不記得？,,數/量詞,,16數詞量詞
16-22,戶,fuˋ,戶（量詞）,這山項正兩戶人家忒等,這山上只有兩戶人家而已。,,數/量詞,,16數詞量詞
16-23,分鐘,fun+ zhung+,分鐘,還伸兩分鐘，你較遽兜好無？,還剩兩分鐘，你快一點好嗎？,,數/量詞,,16數詞量詞
16-24,封,fung+,封（量詞）,這封信係韓國寄來个,這封信是韓國寄來的。,,數/量詞,,16數詞量詞
16-25,個,gaiˋ,個（量詞）,一個嬰兒,一個嬰兒。,,數/量詞,,16數詞量詞
16-26,句,giˋ,句（量詞）,佢這句話當傷人,他這句話很傷人。,,數/量詞,,16數詞量詞
16-27,支,gi+,支（量詞）,一支牙刷,一支牙刷。,,數/量詞,,16數詞量詞
16-28,間,gien+,間（量詞）,厥屋家有兩間便所，當方便,他的家有兩間廁所，很方便。,,數/量詞,,16數詞量詞
16-29,斤,gin+,臺斤,這半斤六十個銀，一斤算你一百斯好,這半斤六十元，一斤算你一百就好。,,數/量詞,,16數詞量詞
16-30,九（9）,giu^,9,,,,數/量詞,,16數詞量詞
16-31,國,guad^,國（量詞）,愛去哪國尞？,要去哪個國家玩？,,數/量詞,,16數詞量詞
16-32,公斤,gung+ gin+,公斤,五十公斤,五十公斤。,,數/量詞,,16數詞量詞
16-33,公里,gung+ li+,公里,四十公里遠,四十公里遠。,,數/量詞,,16數詞量詞
16-34,下,haˋ,次、下,若兔當得人惜，𠊎使得摸一下無？,你的兔子很可愛，我可以摸一下嗎？,,數/量詞,,16數詞量詞
16-35,盒,habˋ,盒（量詞）,一盒餅,一盒糕餅。,,數/量詞,,16數詞量詞
16-36,口,heu^/kieu^,口（量詞）,"這忒甜，佢食兩口斯無愛食咧！
大大口食，一下斯食撇咧","這太甜，他吃兩口就不要吃了！
大口吃，一下就吃完了！",,數/量詞,,16數詞量詞
16-37,號,hoˋ,號,單項寫緊八十五號,單子上寫著八十五號。,,數/量詞,,16數詞量詞
16-38,行,hongˇ,行（量詞）,寫兩行字,寫兩行字。,,數/量詞,,16數詞量詞
16-39,頁,rhabˋ,頁（量詞）,第二十頁,第二十頁。,,數/量詞,,16數詞量詞
16-40,一（1）,rhid^,1,,,,數/量詞,,16數詞量詞
16-41,一半,rhid^ banˋ,一半,這垤餅你兩兄弟一儕一半,這塊餅乾你們兩兄弟一人一半。,,副詞,,16數詞量詞
16-42,節,zied^,節（量詞，用於時間、車廂計算）,"朝晨（朝脣）有四節課
火車有十二節車子，使得載當多人","早上有四節課。
火車有十二節車廂，可以載很多人。",,數/量詞,,16數詞量詞
16-43,級,kib^/gib^,級（量詞）,"中級。
高級。","中級。
高級。",,數/量詞,,16數詞量詞
16-44,件,kienˋ,件（量詞）,這件事情當大條，愛仰脣處理？,這件事情很嚴重，要怎麼處理？,,數/量詞,,16數詞量詞
16-45,零（0）,lenˇ/linˇ,0、零,,,,數/量詞,,16數詞量詞
16-46,粒,liabˋ,粒、顆（量詞）,"厥面項有兩三粒飯糝
西瓜大嫲粒","他的臉上有兩三顆飯粒。
西瓜很大顆。",,數/量詞,,16數詞量詞
16-47,領,liang+,領；件（量詞）,"阿奶愛去銀行領錢
這領衫愛一千個銀","祖母要去銀行領錢。
這件衣服要價一千元。",,數/量詞,,16數詞量詞
16-48,輪,lin+,次,自家行一輪，斯會知咧,自己走一次，就會知道了。,,數/量詞,,16數詞量詞
16-49,鄰,linˇ,鄰,八鄰,八鄰。,,數/量詞,,16數詞量詞
16-50,兩,liong^,兩（數詞）,兩斤米,兩斤米。,,數/量詞,,16數詞量詞
16-51,臺,toiˇ,臺、輛（車輛）,兩臺車,兩臺車。,,數/量詞,,16數詞量詞
16-52,六（6）,liug^,6,,,,數/量詞,,16數詞量詞
16-53,蕊,lui+,朵（量詞）,摘一蕊花分你,摘一朵花給你。,,數/量詞,,16數詞量詞
16-54,秒,miau^,秒,𠊎分你二十秒想下,我給你二十秒思考一下。,,名詞,,16數詞量詞
16-55,五（5）,ng^,5,,,,數/量詞,,16數詞量詞
16-56,二（2）,ngiˋ,2,,,,數/量詞,,16數詞量詞
16-57,日,ngid^,日（量詞）,厥兩公姐愛去泰國尞五日,他們夫妻倆要去泰國玩五天。,,數/量詞,,16數詞量詞
16-58,月,ngiedˋ,月（量詞）,暑假有兩個月,暑假有兩個月。,,數/量詞,,16數詞量詞
16-59,年,ngienˇ,年（量詞）,三十年,三十年。,,名詞,,16數詞量詞
16-60,銀（個銀）,ngiunˇ (gaiˋ ngiunˇ),元（量詞）,兩千五百個銀,兩千五百元。,,數/量詞,,16數詞量詞
16-61,排,paiˇ,排（量詞）,一排樹,一排樹木。,,數/量詞,,16數詞量詞
16-62,盤,panˇ,盤,一盤炒蕹菜,一盤炒空心菜。,,數/量詞,,16數詞量詞
16-63,皮,piˇ,東西的表層；皮革製的；片（量詞）,"豬皮
皮鞋
去屋背摘一兩皮七緣插","豬皮。
皮鞋。
去房子後面摘一兩片九層塔。",,數/量詞,,16數詞量詞
16-64,篇,pien+,篇（量詞）,一篇論文,一篇論文。,,數/量詞,,16數詞量詞
16-65,七（7）,cid^,7,,,,數/量詞,,16數詞量詞
16-66,千,cien+,千（數詞）,七千頭樹,七千棵樹。,,數/量詞,,16數詞量詞
16-67,錢,cienˇ,錢；錢（量詞）,"賺無錢。
車錢幾多？
手禁兩錢重。","賺不到錢。
車費多少錢？
戒指重兩錢。",,數量詞/名詞,,16數詞量詞
16-68,儕,saˇ,人數（量詞）,屋家單淨佢一儕人忒等,家裡只有他一人而已。,,數/量詞,,16數詞量詞
16-69,三（3）,sam+,3,,,,數/量詞,,16數詞量詞
16-70,歲,seˋ,歲（量詞）,十八歲,十八歲。,,數/量詞,,16數詞量詞
16-71,十（10）,shibˋ,10,,,,數/量詞,,16數詞量詞
16-72,十一,shibˋ rhid^,11,,,,數/量詞,,16數詞量詞
16-73,十二,shibˋ ngiˋ,12,十二生肖,十二生肖。,,數/量詞,,16數詞量詞
16-74,身,shin+,套（量詞）,一身西裝,一套西裝。,,數/量詞,,16數詞量詞
16-75,首,shiu^,首（量詞）,唐詩三百首,唐詩三百首。,,數/量詞,,16數詞量詞
16-76,雙,sung+,雙（量詞）,歸朝晨（朝脣）正賣撇一雙鞋,整個早上只賣了一雙鞋。,,數/量詞,,16數詞量詞
16-77,頭,teuˇ,棵（量詞）,恁大頭个樹,那麼大棵的樹。,,數/量詞,,16數詞量詞
16-78,條,tiauˇ,條；首（量詞）,寫一條歌,寫一首歌。,,數/量詞,,16數詞量詞
16-79,臺,toiˇ,臺（量詞）,一臺電視,一臺電視。,,數/量詞,,16數詞量詞
16-80,段,tonˋ,段,中山路一段,中山路一段。,,數/量詞,,16數詞量詞
16-81,度,tuˋ,度（量詞）,電用撇幾多度,電用了多少度？,,數/量詞,,16數詞量詞
16-82,通,tung+,通（量詞）,打恁多通電話，仰全無接？,打那麼多通電話，怎麼都沒接？,,數/量詞,,16數詞量詞
16-83,萬,vanˋ,萬（數詞）,一萬個人,一萬個人。,,數/量詞,,16數詞量詞
16-84,鑊,vogˋ,鍋,煮一鑊飯,煮一鍋飯。,,數/量詞,,16數詞量詞
16-85,碗,van^,碗,一碗豬肝湯,一碗豬肝湯。,,數/量詞,,16數詞量詞
16-86,四（4）,siˋ,4,,,,數/量詞,,16數詞量詞
16-87,隻,zhag^,隻（量詞）,這貓嫲養兩隻貓子,這母貓生了兩隻小貓。,,數/量詞,,16數詞量詞
16-88,張,zhong+,張（量詞）；姓氏,"一張衛生紙
佢嫁分姓張个          ","一張衛生紙。
她嫁給姓張的。",,數/量詞,,16數詞量詞
16-89,組,zu+,組（量詞）,一組號碼,一組號碼。,,數/量詞,,16數詞量詞
16-90,棧,zan^,層（樓的量詞）,這屋正兩棧樓忒等,這屋子才兩層樓而已。,,數/量詞,,16數詞量詞
16-91,禮拜,li+ baiˋ,星期,兩禮拜去臺北一到,兩星期去一次臺北。,"星期(sen+ kiˇ)也有人使用，但在口語中常用""...禮拜""",名詞,,16數詞量詞
17-1,比,bi^,比較、較量,"阿華比你還較高
有麼个好比？","阿華比你還高。
有什麼好比較？",,虛詞,動詞,17特殊詞類
17-2,本本,bun^ bun^,仍然；本來、原來,你仰食恁久，飯還本本恁多呢？,你怎麼吃了這麼久，飯還仍然這麼多呢？,,副詞,,17特殊詞類
17-3,本來,bun^ loiˇ,本來、原來,阿爸本來愛去个，背尾又取消,爸爸本來要去的，最後又取消。,,副詞,,17特殊詞類
17-4,分,bun+,被…；給予；乞討,"分人打
分佢一垤糖
頭擺掛紙煞，有人會來分粄。
同人分飯食","被人打。
給他一塊糖。
從前掃墓完，有人會來分祭品。
向人乞食。",,虛詞,,17特殊詞類
17-5,在,coi+/to+,在...,無人在屋家,沒人在家。,,虛詞,,17特殊詞類
17-6,除撇…以外,chuˇ ped^…rhiˇ nguaiˋ,除了...以外,除撇工作以外，家庭生活乜已重要。,除了工作以外，家庭生活也非常重要。,,虛詞,,17特殊詞類
17-7,除撇（除了）,chuˇ ped^ (chuˇ liau^),除了、除此之外,除撇英語，你還會講麼个話？,除了英文，你還會說什麼語言？,,虛詞,,17特殊詞類
17-8,除撇,chuˇ ped^,除了；除去,"除撇你還有麼人？
同這草除撇畀","除了你還有誰？
把這草除去",,虛詞,動詞,17特殊詞類
17-9,到,doˋ,到達,楊梅站會到咧！,楊梅站快到了！,,虛詞,動詞,17特殊詞類
17-10,對,duiˋ,從…,"對這片到車頭，愛一點鐘來行
你對哪來？臺北抑苗栗？","從這裡到車站，要走一小時。
你從哪裡來？臺北還是苗栗？",,虛詞,,17特殊詞類
17-11,个,gai+,...的,"阿哥个書包
賣豬肉个","哥哥的書包。
賣豬肉的。",,虛詞,,17特殊詞類
17-12,所以,so^ rhiˇ,所以,佢講笑个，所以你莫譴啦！,他開玩笑的，所以你不要生氣啦！,,虛詞,,17特殊詞類
17-13,係毋係（敢係）,heˋ mˇ heˋ (gam^ heˋ),是不是,冰箱肚个葡萄係毋係你買个？,冰箱裡的葡萄是不是你買的？,,副詞,,17特殊詞類
17-14,抑係（抑）,rha+ heˋ (rha+),或是、還是,佢抑係你使得去？,他還是你可以去？,,虛詞,,17特殊詞類
17-15,因致（因為）,rhin+ zhiˋ (rhin+ vuiˋ) ,因為,因致恁泥斯噭咧，恁見笑！,因為這樣就哭了，真是丟臉！,,虛詞,,17特殊詞類
17-16,樣,rhongˋ,樣子、…似的,"看你恁歡喜个樣
暢都像癲个樣","看你那麼高興的樣子。
高興得像瘋子一樣。",,名詞,,17特殊詞類
17-17,連,lienˇ,連…（連接詞）,這當簡單，連細人都曉得,這很簡單，連小朋友都會。,,虛詞,,17特殊詞類
17-18,毋單淨…又過 （還）,mˇ dan+ ciangˋ… rhiuˋ goˋ (hanˇ),不但...還,佢毋單淨生來靚，又過當有愛心,她不但長得漂亮，還很有愛心。,,虛詞,,17特殊詞類
17-19,毋過,mˇ goˋ,不過,有同佢解釋，毋過佢無法度接受,有跟他解釋，但他無法接受。,,副詞,,17特殊詞類
17-20,無,moˇ,...嗎？,你有看着阿明無？毋知走哪去咧,你有看到阿明嗎？不知道跑去哪裡了。,,副詞,,17特殊詞類
17-21,若係,na+ heˋ,如果,若係有仰脣斯愛講，毋使細義,如果怎麼了就要說，不要客氣。,,虛詞,,17特殊詞類
17-22,原本（原旦）,ngienˇ bun^ (ngienˇ tan^),本來、原來,原本講好个，又詐癲，會譴死！,原本說好的，又裝傻，會氣死！,ngienˇdan^亦可,虛詞,,17特殊詞類
17-23,原來,ngienˇ loiˇ,原來,原來玻璃係你打爛个,原來玻璃是你打破的。,,虛詞,,17特殊詞類
17-24,怕,paˋ,猜想之詞，可能、也許,怕有十公斤重,可能有十公斤重。,,副詞,,17特殊詞類
17-25,盡量,cinˋ liongˋ,盡量,你盡量食，盡好食撇去！,你盡量吃，最好吃完！,,副詞,,17特殊詞類
17-26,斯像,sii+ ciongˋ,似乎,斯像毋係厥事个樣,似乎不是他的事一樣。,,副詞,,17特殊詞類
17-27,從,ciungˇ,從,佢係阿奶從細渡到大个,他是祖母從小帶到大的。,,虛詞,,17特殊詞類
17-28,雖然,sui+ rhenˇ,雖然,雖然恁泥講無毋著，佢還係試着疑狐,雖然這樣說沒錯，他還是感到懷疑。,,虛詞,,17特殊詞類
17-29,撇,ped^,...掉；完了、結束,"該賊牯走撇咧！
過撇个事斯莫過想咧！","那個小偷跑掉了！
過去的事就不要再想了！",,虛詞,,17特殊詞類
17-30,第,tiˋ,第...,"第一儕
第二個","第一人。
第二個。",,副詞,,17特殊詞類
17-31,同,tungˇ,和…、與…,"同你講
同你共下去","跟你說。
和你一起去。",,虛詞,,17特殊詞類
17-32,為着,vuiˋ do^,為了,為着子女食苦,為了子女吃苦。,,虛詞,,17特殊詞類
17-33,都,do+,...得,食都肚屎飽飽,吃得肚子飽飽的。,,虛詞,,17特殊詞類
17-34,,,,,,,,,
17-35,,,,,,,,,
17-36,,,,,,,,,
18-1,暗晡（暗晡頭）,amˋ bu+ (amˋ bu+ teuˇ),晚上,老弟逐暗晡九點睡,弟弟每天晚上九點睡。,,副詞,,18時空與情狀副詞
18-2,暗夜（暗晡夜）,amˋ rhaˋ (amˋ bu+ rhaˋ),今天晚上,暗夜有閒無？,今天晚上有空嗎？,,副詞,,18時空與情狀副詞
18-3,恁,an^,這麼、很,"佢恁後生斯恁曉得，還得人惜。
拜六，夜市恁多人","他這麼年輕就這麼懂事，很討人喜歡。
星期六，夜市這麼多人。",,副詞,,18時空與情狀副詞
18-4,拜…（禮拜…）,baiˋ… (li+ baiˋ...),星期...,拜一有英文課,星期一有英文課。,"星期(sen+ kiˇ)也有人使用，但在口語中常用""拜...(禮拜...)",名詞,,18時空與情狀副詞
18-5,半夜,banˋ rhaˋ,半夜,半夜咧！你做麼个還毋睡？,半夜了！你幹麼還不睡？,,副詞,,18時空與情狀副詞
18-6,半日,banˋ ngid^,半天,行歸半日正到，還遠哦！,走了大半天才到達，真是遠哦！,,副詞,,18時空與情狀副詞
18-7,北,bed^,北,"北海
這間屋係向北个！","北海。
這間房子是朝北的！",,名詞,,18時空與情狀副詞
18-8,屎背尾（背尾）,shiˋ boiˋ mui+ (boiˋ mui+),後面；最後、事後（方位、時間）,"狗在若屎背尾
屎背尾佢正承認係佢偷个","狗在你的背後。
最後他才承認是他偷的。",,副詞,,18時空與情狀副詞
18-9,背後,boiˋ heu+,後面（方位）,"屋背後
",屋子後方。,,副詞,,18時空與情狀副詞
18-10,自從（自）,ciiˋ ciungˇ (ciiˋ),自從,自從車禍過後，佢斯無上班,自從車禍過後，他就沒上班。,,副詞,,18時空與情狀副詞
18-11,昨晡日（昨晡）,caˇ bi+ ngid^ (caˇ biˊ),昨天,昨晡日食齋，使毋得食肉,昨天吃素，不能吃肉。,,副詞,,18時空與情狀副詞
18-12,打早,da^ zo^,一大早,打早斯無閒到今，坐緊尞下,從早忙到現在，坐著休息一下。,,副詞,,18時空與情狀副詞
18-13,逐擺（逐到）,dag^ bai^ (dag^ doˋ),每次,佢逐擺去市場都會買碗粄,他每次去市場都會買碗粄。,,副詞,,18時空與情狀副詞
18-14,逐,dag^,每…,"逐暗晡
逐個人","每晚。
每個人。",,副詞,,18時空與情狀副詞
18-15,單淨,dan+ ciangˋ,僅僅,單淨佢一儕做，哪有法度？,僅僅他一個人做，哪有辦法？,,副詞,,18時空與情狀副詞
18-16,裡背（裡肚、內肚）,di+ boiˋ (di+ du^、nuiˋdu^),裡面；當中,"老人家無在廳下，在裡背煮飯
這恁多人裡背，佢盡慶","老人家不在客廳，在裡面煮飯。
這麼多人中，他最能幹。",,副詞,,18時空與情狀副詞
18-17,到底,doˋ de^,到底,到底愛仰脣做正好呢？,到底要怎麼做才好呢？,,副詞,,18時空與情狀副詞
18-18,當在該…,dong+ coi+ gaiˋ...,正在...、正在那...,當在該食飯，電話斯響咧！,正在吃飯，電話就響了！,,副詞,,18時空與情狀副詞
18-19,當時,dong+ shiˇ,當時,當時無講清楚，搣去冤家,當時沒講清楚，搞到吵架。,,副詞,,18時空與情狀副詞
18-20,當,dong+,很…,比賽打頭名，厥心肝肚當暢,比賽得第一名，他心裡頭很開心。,,副詞,,18時空與情狀副詞
18-21,當晝（當晝頭）,dong+ zhiuˋ (dong+ zhiuˋ teuˇ),中午,當晝，日頭晒去人暈暈,中午，太陽晒得人頭暈。,,副詞,,18時空與情狀副詞
18-22,肚,du^,...裡,"盎肚插核當靚个花
心肝肚當譴","瓶子裡插著很漂亮的花。
心裡很生氣。",,副詞,,18時空與情狀副詞
18-23,堵好,du^ ho^,湊巧,仰恁堵好呢！你來市場買麼个？,怎麼這麼湊巧！你來市場買什麼？,,副詞,,18時空與情狀副詞
18-24,堵堵好,du^ du^ ho^,恰好、正好；完全密合,"這衫著起來堵堵好
時間算都堵堵好","這衣服穿起來剛剛好。
時間算得正好。",,副詞,,18時空與情狀副詞
18-25,對面,duiˋ mienˋ,對面,對面有兩戶人家,對面有兩戶人家。,,副詞,,18時空與情狀副詞
18-26,東,dung+,東,對這片向東行斯會到,從這邊向東走就會到。,,名詞,,18時空與情狀副詞
18-27,方向,fong+ hiongˋ,方向,這片變當多，恁久無來，一下尋無方向,這邊變了許多，這麼久沒來，一下子找不到方向。,,名詞,,18時空與情狀副詞
18-28,隔壁,gag^ biag^,隔壁,"厥等兩儕戴兩隔壁
隔壁叔公下禮拜愛去食酒","他們兩人住隔壁。
隔壁叔公下星期要去喝喜酒。",,名詞,,18時空與情狀副詞
18-29,既經,giˋ gin+,已經,"既經講恁多擺，仰脣還共樣？
阿爹過身既經十年咧！","已經講那麼多次，怎麼還一樣？
祖父過世已經十年了！",,副詞,,18時空與情狀副詞
18-30,幾時（哪時）,gid^ shiˇ (neˋ shiˇ),什麼時候,你幾時愛來尞？愛先講哦！,你何時要來玩？要先說哦！,,副詞,,18時空與情狀副詞
18-31,幾多,gid^ do+,多少,天光日幾多個會來？,明天多少人會來？,,副詞,,18時空與情狀副詞
18-32,遽遽,giag^ giag^,趕緊、趕快,車禍咧！遽遽喊救護車,車禍了！快點叫救護車。,,副詞,,18時空與情狀副詞
18-33,今晡日（今晡）,gim+ bi+ ngid^ (gim+ biˊ),今天,阿姊今晡日過定,姊姊今天訂婚。,,副詞,,18時空與情狀副詞
18-34,今年,gim+ ngienˇ,今年,吾表老妹今年十八歲,我表妹今年十八歲。,,副詞,,18時空與情狀副詞
18-35,緊,gin^,一直,一張嘴緊唊，當吵,一張嘴一直說個不停，很吵。,,虛詞,,18時空與情狀副詞
18-36,緊...緊...,gin^… gin^…,越...越...；一面...一面,"若妹緊大緊靚
緊行緊看，看着中意个正買","你女兒越大越漂亮。
一面走一面看，看到喜歡的再買。",,副詞,,18時空與情狀副詞
18-37,緊來緊...,gin^ loiˇ gin^ ...,越來越...,"緊來緊多
緊來緊靚","越來越多。
越來越漂亮。",,副詞,,18時空與情狀副詞
18-38,久,giu^,久,"過無幾久，阿美斯愛嫁咧！
這片行過去，愛三點鐘久","過沒多久，阿美就要嫁人了！
這邊走過去，要三小時。",,形容詞,,18時空與情狀副詞
18-39,過撇年（明年）,goˋ ped^ ngienˇ (miangˇngienˇ),明年；過年後、過完春節,"阿美過撇年斯愛嫁咧！
過撇年斯愛開工咧！","阿美明年就要嫁了！
過完春節就要開工了！",,副詞,,18時空與情狀副詞
18-40,過後,goˋ heuˋ,之後,食飽過後，出去行行嚟較好。,吃過飯後，出去走一走比較好。,,副詞,,18時空與情狀副詞
18-41,講着,gong^ do^,說到,講着佢斯起譴,說到他就生氣！,,動詞,,18時空與情狀副詞
18-42,下次擺（下次到）,haˋ ciˋ bai^ (haˋ ciˋ doˋ),下次；以後,"下次擺愛記得帶，知無？
這下無閒，下次擺正講。","下次要記得帶，知道嗎？
現在沒空，以後再說。",,副詞,,18時空與情狀副詞
18-43,下背,ha+ boiˋ,下面,在眠床下背囥核,在床下躲著。,,副詞,,18時空與情狀副詞
18-44,下晝（下晝頭）,ha+ zhiuˋ (ha+ zhiuˋ teuˇ),下午,下晝去改菜園,下午去菜園鬆土。,,副詞,,18時空與情狀副詞
18-45,還,hanˇ,同華語「還」的用法，有更（還較貴）、再（還過）等意思,"這下水果比頭擺還較貴
都喊你莫講咧還過講","現在水果比以前還貴。
就叫你不要講了還講。",,副詞,,18時空與情狀副詞
18-46,還係,hanˇ heˋ,還是,講恁多擺咧，佢還係共樣毋改,講那麼多次了，他還是一樣不改。,,副詞,,18時空與情狀副詞
18-47,還有,hanˇ rhiu+,還有,還有一個吂到,還有一人沒到。,,副詞,,18時空與情狀副詞
18-48,還,hanˇ,很...,該蛇哥恁大尾，還得人驚,那條蛇很大尾，很可怕。,,副詞,,18時空與情狀副詞
18-49,後背,heuˋ boiˋ,後面,囥在門後背,躲在門後面。,,名詞,,18時空與情狀副詞
18-50,過後（後來）,goˋ heuˋ (heuˋ loiˇ),後來,本來講愛來，過後佢又講無閒,本來說要來，後來他又說沒空。,,副詞,,18時空與情狀副詞
18-51,後日,heu+ ngid^,後天,後日正同你講，好無？,後天再跟你講，好嗎？,,副詞,,18時空與情狀副詞
18-52,後尾,heuˋ mui+,後面，較常用於方位,若位在盡後尾,你的位子在最後面。,,副詞,,18時空與情狀副詞
18-53,現代,hienˋ toiˋ,現代,現代人,現代人。,,副詞,,18時空與情狀副詞
18-54,好得（好在）,ho^ ded^ (ho^ caiˋ),幸好,這擺好得有你𢯭手,這次幸好你幫忙。,,副詞,,18時空與情狀副詞
18-55,以前（進前）,rhi+ cienˇ (zinˋ cienˇ),...之前；以前,"
下班以前愛交出來
𠊎以前分這個先生教","下班之前要交出來。
我以前被這個老師教。",,副詞,,18時空與情狀副詞
18-56,已,iˋ,很...,厥屋家已好額,他家裡很富裕。,,副詞,,18時空與情狀副詞
18-57,這下（現下、這滿）,lia^ haˋ (hienˋ haˋ、lia^ manˊ),現在,這下愛仰結煞？遽遽想辦法,現在要怎麼辦？快想辦法。,,名詞,,18時空與情狀副詞
18-58,也（乜）,rha+ (me+),也...,𠊎好食冰，佢也同𠊎共樣,我喜歡吃冰，他也跟我一樣。,,副詞,,18時空與情狀副詞
18-59,一般,rhid^ ban+ ,一般,一般來講，私立个學校學費較貴,一般來說，私立的學校學費比較貴。,,副詞,形容詞,18時空與情狀副詞
18-60,一定, rhid^ tinˋ,一定,"你一定愛來參加
這無一定係佢拿去个，你使得問佢","你一定要來參加。
這不一定是他拿去的，你可以問他。",,副詞,,18時空與情狀副詞
18-61,一下（一下那）,rhid^ haˋ (rhid^ haˋ naˋ),一下子,這當簡單，一下斯好咧,這很簡單，一下子就好了。,,副詞,,18時空與情狀副詞
18-62,遠,rhen^,遠,"這到該有五公里遠
愛行當遠正行得到","這到那有五公里遠。
要走很遠才走得到。",,形容詞,,18時空與情狀副詞
18-63,又,rhiuˋ,又,細人搞紙炮，又驚又好,小孩放鞭炮，又害怕又喜歡。,,副詞,,18時空與情狀副詞
18-64,正手片（正片、右片、正片析）,zhinˋ shiu^ pien^ (zhinˋ pien^、rhiuˋ pien^、zhinˋ pien^ sag^),右邊,企在厥正手片,站在他的右邊。,,副詞,,18時空與情狀副詞
18-65, 有影,rhiu+ rhang^,果真，真的,"這菜有影好食！使得教𠊎煮無？
聽你講都有來有去，敢有影？","這菜真的好吃！可以教我煮嗎？
聽你講得滔滔不絕，真的嗎？",,副詞,,18時空與情狀副詞
18-66,有時節（成半下）,rhiu+ shiˇ zied^ (shangˇ banˋ haˋ),有時候,佢有時節會好恬恬起譴,他有時候會無緣無故生氣。,,副詞,,18時空與情狀副詞
18-67,尤其,rhiuˇ kiˇ,尤其,班項逐個都當牛，尤其係佢,班上每個人都很淘氣，尤其是他。,,副詞,,18時空與情狀副詞
18-68,輒,ziabˋ,常,阿哥做兵，當輒寫信轉來,哥哥當兵，很常寫信回來。,,副詞,,18時空與情狀副詞
18-69,輒輒,ziabˋ ziabˋ,常常,阿爹臨暗輒輒去過家尞,祖父傍晚常常去鄰居家聊天。,,副詞,,18時空與情狀副詞
18-70,將來,ziong+ loiˇ,將來,將來个事情還恁久，到時正講,將來的事情還那麼久，到時候再講。,,副詞,,18時空與情狀副詞
18-71,較,ka+,較…,"行較上兜
佢較大","走到上面一點。
他比較大。",,副詞,,18時空與情狀副詞
18-72,其實,kiˇ shidˋ,其實,其實佢係當省个人,其實他是很節省的人。,,副詞,,18時空與情狀副詞
18-73,舊年,kiuˋ ngienˇ,去年,舊年買个衫，看着還新新,去年買的衣服，看起來還很新。,,副詞,,18時空與情狀副詞
18-74,近,kiun+,近,對屋家行到學校已近,從家裡走到學校很近。,,形容詞,,18時空與情狀副詞
18-75,共下,kiungˋ haˋ,一起,共下來去看電影，愛無？,一起去看電影，要嗎？,,副詞,,18時空與情狀副詞
18-76,里,li+,里,文山里里長,文山里里長,,名詞,,18時空與情狀副詞
18-77,禮拜（禮拜日）,li+ baiˋ (li+ baiˋ ngid^),星期日,禮拜日放尞，來去仙山行行啊嚟！,禮拜天放假，去仙山走走！,,副詞,,18時空與情狀副詞
18-78,臨暗（臨暗頭）,limˇ amˋ (limˇ amˋ teuˇ),傍晚,臨暗轉夜，準備食飯咧,傍晚回家，準備吃飯了。,,副詞,,18時空與情狀副詞
18-79,老頭擺（老古時代）,lo^ teuˇ bai^ (lo^ gu^ shiˇ toiˋ),古代,佢已會講老頭擺个古。,他很會說古代的故事。,,名詞,,18時空與情狀副詞
18-80,毋,mˇ,表否定，不要,"這眠床忒硬，佢睡毋慣
果子無甜，毋好食","這床太硬，他睡不習慣。
水果不甜，不好吃。",,副詞,,18時空與情狀副詞
18-81,毋使,mˇ sii^,不必、不用,"你這下麼个都毋使想
人來斯好！毋使恁工夫","你現在什麼都不用想。
人來就好！不用這麼費工。",,副詞,,18時空與情狀副詞
18-82,吂,mangˇ,尚未、還沒,仰還吂寫功課？,怎麼還沒寫功課？,,副詞,,18時空與情狀副詞
18-83,乜,me+,也,你愛去哪？𠊎乜想跈。,你要去哪裡？我也想跟著去。,,副詞,,18時空與情狀副詞
18-84,面頂（上背）,mienˋ den^ (shongˋ boiˋ),上面,牛乳放在若書桌面頂,牛奶放在你的書桌上面。,,副詞,,18時空與情狀副詞
18-85,面前（頭前、面頭前）,mienˋ cienˇ (teuˇ cienˇ、mienˋ teuˇ cienˇ),前面,在大人面前，使毋得恁無規矩,在大人前面，不可以這麼沒規矩。,,副詞,,18時空與情狀副詞
18-86,無,moˇ,沒有,細人無伴好尞，當孤栖,小孩沒有伴一起玩耍，很孤單。,,副詞,,18時空與情狀副詞
18-87,哪（滿哪）,neˋ (man+ neˋ),到處,哪都聽得着厥聲,到處都聽得到他的聲音。,,副詞,,18時空與情狀副詞
18-88,哪久（哪久時）,neˋ giu^ (neˋ giu^ shiˇ),何時,愛等到哪久？,要等到何時？,,副詞,,18時空與情狀副詞
