編號,客家語,客語標音,客語音檔,華語詞義,例句,例句音檔,翻譯,備註,詞性1,詞性2,分類
1-1,醫,rhiˇ【rhiˇ/iˇ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-001.mp3,醫治,先生會摎（和／摎）你醫好，毋使愁,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-001s.mp3,醫生會把你治好，不必擔心。,,動詞,,1人體與醫療
1-2,䀴病【看病／䀴病】,ngiangˋ piangˊ【kon^ piang/ngiang^ piang 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-002.mp3,看病,今晡日先生無摎（和／摎）人䀴病（看病/䀴病）,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-002s.mp3,今天醫生沒替人看病。,,動詞,,1人體與醫療
1-3,康健,kongˇkienˊ【kongˇkien】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-003.mp3,健康,身體康健,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-003s.mp3,身體健康,,形容詞,,1人體與醫療
1-4,發病仔【破病／發病仔】,bodˋ piangˊerˋ【po^ piang/bodˋ piang e^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-004.mp3,生病,發病仔（破病/發病仔）當艱苦,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-004s.mp3,生病很不舒服,,動詞,,1人體與醫療
1-5,寒着,hon doˋ【honˋ do^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-005.mp3,感冒,著忒少，嗄寒着咧,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-005s.mp3,穿太少，就感冒了！,,動詞,,1人體與醫療
1-6,著着,chog doˋ【cog do^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-006.mp3,感染；中獎,"著着癌症
著着大獎",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-006s.mp3,"得到癌症
中大獎",,動詞,,1人體與醫療
1-7,咳【嗽】,kebˋ【cug】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-007.mp3,咳嗽,阿嬤寒着，緊咳（嗽）,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-007s.mp3,祖母感冒，一直咳嗽。,,動詞,,1人體與醫療
1-8,發燒(作燒)【發燒／發燒(作燒)】,fadˋ shauˇ(zogˋshauˇ)【fadˋ sauˇ/fadˋ sauˇ(zogˋsauˇ)】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-008.mp3,發燒,略略仔發燒,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-008s.mp3,有點發燒,,動詞,名詞,1人體與醫療
1-9,著傷,chog  shongˇ【cog  songˇ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-009.mp3,受傷,佢跌倒，膝頭著傷,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-009s.mp3,他跌倒，膝蓋受傷。,,動詞,,1人體與醫療
1-10,毋鬆爽,m sungˇsongˋ【mˋsungˇsong^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-010.mp3,不舒服,佢人毋鬆爽，今晡日愛請假,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-010s.mp3,他人不舒服，今天要請假。,,形容詞,,1人體與醫療
1-11,熱着,ngied doˋ【ngied do^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-011.mp3,中暑,天時恁熱，出去炙會熱着,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-011s.mp3,天氣那麼熱，出去晒會中暑。,,動詞,,1人體與醫療
1-12,拉尿,lai ngiauˊ【laiˋ ngiau/laiˋ ngiau(nau) 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-012.mp3,尿失禁、尿床,"佢忍毋核，拉尿咧！
昨暗晡食忒多茶，所以拉尿咧!",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-012s.mp3,"他忍不住，尿出來了！
昨晚喝太多茶，所以尿床了！",,動詞,,1人體與醫療
1-13,屙瀉巴【屙落屎／屙瀉巴】,oˇsiaˋ ba 【oˇlau^ si^/oˇsia^ baˋ 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-013.mp3,拉肚子,食着無萋个菜，歸日仔屙瀉巴（屙落屎/屙瀉巴）,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-013s.mp3,吃了不新鮮的菜，整天拉肚子。,,動詞,,1人體與醫療
1-14,屙尿,oˇ ngiauˊ(nauˊ)【oˇ ngiau/oˇ ngiau(nau)】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-014.mp3,小便,老弟想屙尿，緊尋便所,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-014s.mp3,弟弟想小便，一直找廁所。,,動詞,,1人體與醫療
1-15,屙屎,oˇ shiˋ【oˇsi^/oˇ sii^ 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-015.mp3,大便,佢去便所屙屎，你愛等一下仔無?,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-015s.mp3,他去廁所大便，你要等一下嗎？,,動詞,,1人體與醫療
1-16,屁（屁卵）,piˋ (piˋ lonˋ)【pi^  (pi^ lon^)】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-016.mp3,屁,佢毋知食恁多麼个，打个屁當臭,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-016s.mp3,他不知道吃了些什麼，放屁很臭。,,名詞,,1人體與醫療
1-17,消化,siauˇ faˋ【siauˇ fa^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-017.mp3,消化,食梅仔（梅）對消化較好,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-017s.mp3,吃梅子對消化有幫助。,,動詞,,1人體與醫療
1-18,大肚屎,taiˊ duˋ shiˋ【tai du^ si^/tai  du^ sii^ 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-018.mp3,大肚子，指懷孕,阿姊大肚屎，下隻（個／隻）月愛降咧,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-018s.mp3,姊姊懷孕，下個月要生產了。,,形容詞,,1人體與醫療
1-19,降,giungˋ【giung^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-019.mp3,生(小孩),老弟心婦上禮拜降妹仔（妹子／妹仔）,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-019s.mp3,弟媳上星期生女兒。,,動詞,,1人體與醫療
1-20,血,fiedˋ(hiedˋ)【fedˋ/hiedˋ(fiedˋ)】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-020.mp3,血,"分刀仔割着，手緊出血
身體檢查愛抽血",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-020s.mp3,"被刀子割到，手一直流血。
身體檢查要抽血",,名詞,,1人體與醫療
1-21,醫院,rhiˇ vienˋ【rhiˇ ven/iˇ ien】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-021.mp3,醫院,醫院在車頭附近,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-021s.mp3,醫院在車站附近,,名詞,,1人體與醫療
1-22,護士,fuˊ siiˊ【fu sii】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-022.mp3,護士,做護士，愛有耐心,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-022s.mp3,當護理師，要有耐心。,,名詞,,1人體與醫療
1-23,掛號,guaˋ hoˊ【gua^ ho】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-023.mp3,掛號,去醫院掛號,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-023s.mp3,去醫院掛號,,動詞,,1人體與醫療
1-24,藥仔【藥／藥仔】,rhiog erˋ【 rhiog/ iog e^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-024.mp3,藥,"愛記得食藥仔（藥/藥仔）。
阿姆寒着，去藥房合藥仔（藥/藥仔）。
這菜無洩（射/洩）藥仔（藥/藥仔），做得安心食。",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-024s.mp3,"要記得吃藥。
媽媽感冒，去藥局配藥。
這菜沒有噴農藥，可以放心食用。",,名詞,,1人體與醫療
1-25,啄目睡,dugˋ mugˋ feˊ【dugˋmugˋfe】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-025.mp3,打瞌睡,無睡飽會啄目睡,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-025s.mp3,沒睡飽會打瞌睡,,動詞,,1人體與醫療
1-26,頭那,teu na【teuˋnaˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-026.mp3,頭,歸日仔頭那疾,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-026s.mp3,整天頭痛,,名詞,,1人體與醫療
1-27,頭那毛,teu na muˇ(moˇ)【teuˋnaˋmoˇ/teuˋnaˋmuˇ(moˇ)】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-027.mp3,頭髮,剃頭那毛,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-027s.mp3,理頭髮,,名詞,,1人體與醫療
1-28,額頭,ngiagˋ teu【ngiagˋ teuˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-028.mp3,額頭,,,,,名詞,,1人體與醫療
1-29,目眉毛,mugˋ mi moˇ【mugˋmiˋmoˇ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-029.mp3,眉毛,,,,,名詞,,1人體與醫療
1-30,目珠,mugˋ zhuˇ【mugˋziuˇ/mugˋ zuˇ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-030.mp3,眼睛,老咧!目珠花花。,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-030s.mp3,老了！眼睛濛濛的。,,名詞,,1人體與醫療
1-31,目汁,mugˋ zhibˋ【mugˋzibˋ/mugˋ ziibˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-031.mp3,眼淚,講佢兩句，就目汁緊跌,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-031s.mp3,說他兩句，就一直掉眼淚。,,名詞,,1人體與醫療
1-32,鼻空(鼻窟仔)【鼻公／鼻窟仔(鼻公)】,piˊ kungˇ(piˊ kud erˋ)【pi gungˇ/pi  kud e^(pi  gungˇ)】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-032.mp3,鼻子,鼻空（鼻公/鼻窟仔）塞塞,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-032s.mp3,鼻子塞住,,名詞,,1人體與醫療
1-33,耳空(耳窟仔)【耳公／耳窟仔(耳公)】,ngiˋ kungˇ(ngiˋ kud erˋ)【ngi^ gungˇ/ngi^ kud e^(ngi^ gungˇ)】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-033.mp3,耳朵,佢耳空（耳公/耳窟仔）聾聾，你講話（講話／講事）愛較大聲兜仔,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-033s.mp3,他耳朵重聽，你講話要大聲一點。,,名詞,,1人體與醫療
1-34,嘴,zheˋ【ze^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-034.mp3,嘴巴,"佢个嘴當大，做得一口食半碗飯
佢食墨斗魚，食到嘴烏烏",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-034s.mp3,"他的嘴巴很大，可以一口吃半碗飯。
他吃烏賊，吃到嘴巴黑黑的。",,名詞,,1人體與醫療
1-35,牙齒,nga chiˋ【ngaˋci^/ngaˋ cii^ 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-035.mp3,牙齒,"牙齒疾，愛去分先生䀴（看／䀴）。
嬰兒仔（嬰兒／嬰兒仔）正生牙齒。",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-035s.mp3,"牙齒痛，要去給醫生看。
嬰兒剛長牙齒。",,名詞,,1人體與醫療
1-36,舌嫲,shed ma 【sed maˋ/sad(sed) maˋ 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-036.mp3,舌頭,"緊張到舌嫲打結。
好食到舌嫲就會吞落去。",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-036s.mp3,"緊張到舌頭打結
好吃到快把舌頭吞下去。",,名詞,,1人體與醫療
1-37,口涎水,kieuˋlanˇfiˋ【kieu^lanˇfi^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-037.mp3,口水,口涎水溚溚跌,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-037s.mp3,口水一直滴,,名詞,,1人體與醫療
1-38,面,mienˋ【men^/mien^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-038.mp3,臉,晨早時跆起（跋起來／跆起）愛洗嘴洗面,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-038s.mp3,早上起床要刷牙洗臉。,,名詞,,1人體與醫療
1-39,頸根,giangˋ ginˇ【giang^ ginˇ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-039.mp3,脖子,這禮拜日日加班，感覺頸根硬硬,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-039s.mp3,這星期每天加班，感覺脖子僵硬。,,名詞,,1人體與醫療
1-40,肩頭,gienˇ teu【gienˇ teuˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-040.mp3,肩膀,試着肩頭硬硬樣仔（樣）,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-040s.mp3,覺得肩膀緊繃的樣子。,,名詞,,1人體與醫療
1-41,背囊,boiˋ nong【boi^ nongˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-041.mp3,背部,爪背囊,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-041s.mp3,抓背,,名詞,,1人體與醫療
1-42,手,shiuˋ【siu^/su^ 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-042.mp3,手,阿爸牽等𠊎个手,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-042s.mp3,爸爸牽著我的手。,,名詞,,1人體與醫療
1-43,手指,shiuˋ zhiˋ【siu^ zi^/su^ zii^ 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-043.mp3,手指,阿嫂手指分刀仔（刀／刀仔）切着，緊出血,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-043s.mp3,嫂嫂手指被刀子切到，一直流血。,,名詞,,1人體與醫療
1-44,屎肚（肚屎）【屎肚（肚屎）／肚屎】, shiˋduˋ(duˋ shiˋ)【si^ du^(du^ si^)/du^ sii^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-044.mp3,肚子,食着無淨俐个東西，屎肚（屎肚／肚屎）疾緊走便所,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-044s.mp3,吃到不乾淨的食物，肚子痛一直跑廁所。,,名詞,,1人體與醫療
1-45,肚臍,duˋ ci【du^ ciˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-045.mp3,肚臍,,,,,名詞,,1人體與醫療
1-46,屎朏,shiˋ vudˋ【si^ vudˋ/sii^ vudˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-046.mp3,屁股,日頭炙屎朏，好跆起（起來）咧,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-046s.mp3,太陽晒屁股，該起來了。,,名詞,,1人體與醫療
1-47,腳,giogˋ,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-047.mp3,腳,洗浴該下腳愛洗淨。,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-047s.mp3,洗澡時腳要洗乾淨。,,名詞,數/量詞,1人體與醫療
1-48,腳趾,giogˋ zhiˋ【giogˋ zi^/giogˋ zii^ 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-048.mp3,腳趾,,,,,名詞,,1人體與醫療
1-49,身體,shinˇ tiˋ【sinˇti^/siinˇ ti^ 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-049.mp3,身體,阿姆企忒久，身體佇毋著,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-049s.mp3,媽媽站太久，身體撐不住。,,名詞,,1人體與醫療
1-50,心肝,simˇ gonˇ,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-050.mp3,心臟,佢嚇到心肝緊跳。,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-050s.mp3,他嚇得心跳加速。,,名詞,,1人體與醫療
1-51,腸仔【腸／腸仔】,chong erˋ【congˋ/congˋe^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-051.mp3,腸子,,,,,名詞,,1人體與醫療
1-52,骨頭,gudˋ teu 【gudˋ teu ˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-052.mp3,骨頭,佢跌倒，骨頭斷忒（斷撇／斷忒）。,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-052s.mp3,他跌倒，骨頭斷了,,名詞,,1人體與醫療
1-53,人,ngin 【nginˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-01-053.mp3,人,佢屋下有五儕人,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-01-053s.mp3,他家有五個人。,,名詞,,1人體與醫療
2-1,飽,bauˋ【bau^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-001.mp3,飽,食飽夜來去散步好無?,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-001s.mp3,吃完晚餐後去散步好嗎?,,形容詞,,2心理活動與感覺
2-2,拚,biangˋ【biang^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-002.mp3,賣力、拼,肯拚就會出頭天。,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-002s.mp3,肯打拼就會出頭天,,動詞,,2心理活動與感覺
2-3,發夢,bodˋ mungˊ【budˋ mung/bodˋ mung 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-003.mp3,做夢,昨暗晡發夢拉尿，還見笑,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-003s.mp3,昨天晚上做夢尿床，很丟臉。,,動詞,,2心理活動與感覺
2-4,插,cabˋ ,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-004.mp3,插；理會,"盎仔插等一蕊花
動啊着就閼，莫插佢!",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-004s.mp3,"瓶子插著一朵花。
動不動就生氣，不要理他！",,動詞,,2心理活動與感覺
2-5,試着,chiˋ doˋ【ci^ do^/cii^ do^ 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-005.mp3,認為、覺得,𠊎試着這麵包當好食,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-005s.mp3,我覺得這個麵包很好吃,,動詞,,2心理活動與感覺
2-6,著驚,chog  giangˇ【cog  giangˇ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-006.mp3,受驚嚇,佢喊恁大聲，害𠊎著驚,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-006s.mp3,他喊那麼大聲，害我受驚。,,動詞,,2心理活動與感覺
2-7,知,diˇ,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-007.mp3,知道,下禮拜愛考試，你知無?,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-007s.mp3,下星期要考試，你知道嗎？,,動詞,,2心理活動與感覺
2-8,發閼,bodˋ adˋ,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-008.mp3,發怒,佢自家走出去尞歸日，阿姆發閼咧！,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-008s.mp3,他自己出去玩一天，媽媽生氣了！,,動詞,,2心理活動與感覺
2-9,歡喜,fanˇ hiˋ【fanˇ hi^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-009.mp3,歡喜,買隻（個／隻）等路送佢，分佢歡喜一下,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-009s.mp3,買個伴手禮送他，讓他高興一下。,,名詞,,2心理活動與感覺
2-10,放心,fongˋ simˇ【fong^ simˇ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-010.mp3,放心,心肝肚毋放心,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-010s.mp3,心裡不放心,,形容詞,,2心理活動與感覺
2-11,敢,gamˋ【gam^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-011.mp3,敢；有膽量、不畏懼,"暗晡頭自家去便所，敢抑毋敢？
佢該張嘴當敢講",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-011s.mp3,"晚上自己去廁所，敢不敢？
他那張嘴很敢講。",,動詞,形容詞,2心理活動與感覺
2-12,感覺,gamˋ gogˋ【gam^ gogˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-012.mp3,感覺,"你講佢怪怪?𠊎斯感覺毋出。
轉寒咧!你無感覺係無?",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-012s.mp3,"你說他怪怪的？我可感覺不出來。
變冷了！你不覺得嗎？",,動詞,,2心理活動與感覺
2-13,記得,giˋ dedˋ【gi^ dedˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-013.mp3,記得,恁久無來，你還記得路無?,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-013s.mp3,這麼久沒來，你還記得路嗎？,,動詞,,2心理活動與感覺
2-14,紀念,giˋ ngiamˊ【gi^ ngiam】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-014.mp3,紀念,這東西當有紀念價值。,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-014s.mp3,這東西很有紀念價值。,,動詞,,2心理活動與感覺
2-15,驚,giangˇ,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-015.mp3,害怕,佢盡驚蛇,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-015s.mp3,他很怕蛇。,,動詞,,2心理活動與感覺
2-16,見笑,gienˋ siauˋ【gien^ siau^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-016.mp3,不好意思；慚愧,"佢滿哪仔（滿哪）借錢，試着當見笑
分先生罵還緊笑，毋知見笑",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-016s.mp3,"他到處借錢，覺得很不好意思。
被老師罵還一直笑，不知羞恥。",,動詞,,2心理活動與感覺
2-17,緊張,ginˋ zhongˇ【gin^ zongˇ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-017.mp3,緊張,"毋使恁緊張
緊張到舌嫲打結",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-017s.mp3,"不用那麼緊張
緊張到舌頭打結",,副詞,,2心理活動與感覺
2-18,好,hauˋ【hau^ 】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-018.mp3,喜好、喜歡,阿公盡好食腹內,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-018s.mp3,祖父最喜歡吃內臟。,,動詞,,2心理活動與感覺
2-19,恨,henˊ【hen】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-019.mp3,恨,這種無責無任个人，你恨佢乜無用！,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-019s.mp3,這種毫無責任感的人，你恨他也沒用！,,動詞,,2心理活動與感覺
2-20,幸福,henˊ fugˋ【hen fugˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-020.mp3,幸福,佢過着當幸福个日仔（日子／日仔）。,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-020s.mp3,"他過著很幸福的日子。
",,形容詞,,2心理活動與感覺
2-21,肯,henˋ【kien^/hen^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-021.mp3,肯、願意,這擺旅行，若姆肯分你去無？,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-021s.mp3,這次旅行，你媽肯讓你去嗎？,,動詞,,2心理活動與感覺
2-22,希望,hiˇ mongˊ【hiˇ mong】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-022.mp3,希望,"新年新希望
希望你尋着好頭路",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-022s.mp3,"新年新希望
希望你找到好工作。",,動詞,,2心理活動與感覺
2-23,興趣,hinˋ ciˋ【him^ ci^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-023.mp3,興趣,佢對數學當有興趣,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-023s.mp3,他對數學很有興趣。,,名詞,,2心理活動與感覺
2-24,精神,zinˇ shin 【zinˇ sinˋ/zinˇ siinˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-024.mp3,精神,"䀴（看/䀴）起來異精神
歸暗無睡，佢精神異毋好",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-024s.mp3,"看起來很有精神
整晚沒睡，他精神很不好。",,形容詞,名詞,2心理活動與感覺
2-25,輕鬆,kiangˇ sungˇ,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-025.mp3,輕鬆,佢个頭路當輕鬆,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-025s.mp3,他的工作很輕鬆。,,形容詞,,2心理活動與感覺
2-26,閼,adˋ,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-026.mp3,生氣,"老弟毋聽話，阿姆當閼
佢面臭臭，毋知閼麼个?",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-026s.mp3,"弟弟不聽話，媽媽很生氣。
他臉色不好，不知道在生氣什麼？",,形容詞,動詞,2心理活動與感覺
2-27,確定,kogˋ tinˊ【kogˋ tin】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-027.mp3,明確而肯定,你愛先確定正摎（和/摎）𠊎講,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-027s.mp3,你要先確定再跟我說。,,動詞,,2心理活動與感覺
2-28,苦,kuˋ【ku^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-028.mp3,窮苦,佢个日仔過到當苦,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-028s.mp3,他的日子過得很苦。,,形容詞,,2心理活動與感覺
2-29,快樂,kuaiˋ log【kuai^ log】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-029.mp3,快樂,"快樂過日仔
逐日就當快樂",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-029s.mp3,"快樂過日子
每天都很快樂",,形容詞,,2心理活動與感覺
2-30,理想,liˇ siongˋ【liˇsiong^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-030.mp3,理想,"佢有當高个人生理想。
佢這擺个成績毋理想。",https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-030s.mp3,"他有很遠大的人生理想。
他這次的成績不理想。",,名詞,形容詞,2心理活動與感覺
2-31,毋記得,m giˋ dedˋ【mˋgi^ dedˋ】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-031.mp3,不記得、忘記,壞咧!𠊎个錢毋記得帶着!,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-031s.mp3,糟了！我的錢忘記帶了！,,動詞,,2心理活動與感覺
2-32,毋肯,m henˋ【mˋ kien^/mˋ hen^】,https://wiki.hakka.gov.tw/file/107/1/rh/w/rh-02-032.mp3,不肯,阿嬤毋肯𠊎緊食糖仔，驚牙齒會蛀忒（蛀撇／蛀忒）,https://wiki.hakka.gov.tw/file/107/1/rh/s/rh-02-032s.mp3,祖母不肯讓我一直吃糖果，怕會蛀牙。,,動詞,,2心理活動與感覺
